순위,서명,저자,출판사,출판년도,권,ISBN,ISBN부가기호,KDC,대출건수
147,마법천자문 :손오공의 한자 대탐험,"저자: 스튜디오시리얼,정수영",아울북,2005,48,9.78895E+12,77720,711.4,"2,119"
148,놓지 마 과학!,"글·그림: 신태훈,나승훈",위즈덤하우스,2016,5,9.78896E+12,67400,408,"2,104"
148,(읽으면서 바로 써먹는) 어린이 감정 표현 ,글·그림: 한날,파란정원,2024,,9.79116E+12,73710,181,"2,104"
148,비밀요원 레너드,글: 박설연 ;그림: 김덕영,아울북(북이십일 아울북),2022,20,9.79117E+12,74810,813.7,"2,104"
151,설민석의 삼국지 대모험,원작: 나관중 ;만화: 스튜디오 담,Dankkum i(단꿈아이),2021,18,9.79119E+12,77820,823.5,"2,103"
152,똥볶이 할멈 :K-히어로 판타지,글: 강효미 ;그림: 김무연,따끈따끈책방,2021,2,9.79119E+12,74810,813.7,"2,096"
153,빨간내복야코 맞춤법 절대 안 틀리는 책,빨간내복야코 원작 ;이영아 그림,위즈덤하우스,2024,2,9.79117E+12,73710,711,"2,092"
154,Go go 카카오 프렌즈 :세계 역사 문화 체험 학습만화,글: 김미영 ;정보글: 최은하,아울북(북이십일 아울북),2018,32,9.79117E+12,74900,980.2,"2,088"
155,마법천자문 :손오공의 한자 대탐험,"저자: 스튜디오시리얼,정수영",아울북,2005,47,9.78895E+12,77720,711.4,"2,080"
156,비밀요원 레너드,글: 박설연 ;그림: 김덕영,아울북(북이십일 아울북),2022,18,9.79117E+12,74810,813.7,"2,074"
157,놓지 마 맞춤법 2 - 불꽃 튀는 본선 속으로,"신태훈 (지은이), 나승훈 (그림), 정상은 (감수)",주니어김영사,2023,2,9.78893E+12,,,"2,073"
158,똥볶이 할멈 :K-히어로 판타지,글: 강효미 ;그림: 김무연,따끈따끈책방,2021,5,9.79119E+12,74810,813.7,"2,072"
159,설민석의 삼국지 대모험,원작: 나관중 ;만화: 스튜디오 담,Dankkum i(단꿈아이),2021,1,9.7912E+12,77820,823.5,"2,058"
160,Go go 카카오 프렌즈 :세계 역사 문화 체험 학습만화,글: 김미영 ;정보글: 최은하,아울북(북이십일 아울북),2018,33,9.79117E+12,74900,980.2,"2,056"
161,설민석의 삼국지 대모험,원작: 나관중 ;만화: 스튜디오 담,Dankkum i(단꿈아이),2021,17,9.79119E+12,77820,823.5,"2,051"
162,똥볶이 할멈 :K-히어로 판타지,글: 강효미 ;그림: 김무연,따끈따끈책방,2021,4,9.79119E+12,74810,813.7,"2,045"
163,설민석의 한국사 대모험,"글: 설민석,그림: 정현희",휴먼큐브,2017,10,9.79119E+12,74910,911,"2,044"
164,놓지 마 과학!,"글·그림: 신태훈,나승훈",위즈덤하우스,2016,10,9.79119E+12,67400,408,"2,042"
165,(읽으면서 바로 써먹는) 어린이 세계 여행 ,글·그림: 한날,파란정원,2023,,9.79116E+12,73900,980,"2,041"
166,똥볶이 할멈 :K-히어로 판타지,글: 강효미 ;그림: 김무연,따끈따끈책방,2021,3,9.79119E+12,74810,813.7,"2,036"
167,비밀요원 레너드,글: 박설연 ;그림: 김덕영,아울북(북이십일 아울북),2022,19,9.79117E+12,74810,813.7,"2,034"
168,정재승의 인간 탐구 보고서,"글: 정재은,특대호 원고: 오경은",아울북(북이십일 아울북),2019,15,9.78895E+12,74400,511,"2,032"
169,낭만 강아지 봉봉,홍민정 글 ;김무연 그림,다산북스,2022,6,9.79113E+12,74810,813.7,"2,015"
170,마법천자문 :손오공의 한자 대탐험,"저자: 스튜디오시리얼,정수영",아울북,2005,45,9.78895E+12,77720,711.4,"2,014"
171,설민석의 한국사 대모험,"글: 설민석,그림: 정현희",휴먼큐브,2017,5,9.7912E+12,74910,911,"2,013"
172,마법천자문 :손오공의 한자 대탐험,"저자: 스튜디오시리얼,정수영",아울북,2005,46,9.78895E+12,77720,711.4,"2,012"
173,설민석의 삼국지 대모험,원작: 나관중 ;만화: 스튜디오 담,Dankkum i(단꿈아이),2021,2,9.79119E+12,77820,823.5,"2,011"
174,설민석의 한국사 대모험,"글: 설민석,그림: 정현희",휴먼큐브,2017,3,9.7912E+12,74910,911,"2,006"
175,설민석의 삼국지 대모험,원작: 나관중 ;만화: 스튜디오 담,Dankkum i(단꿈아이),2021,19,9.79119E+12,77820,823.5,"2,002"
176,Go go 카카오 프렌즈 :세계 역사 문화 체험 학습만화,글: 김미영 ;정보글: 최은하,아울북(북이십일 아울북),2018,31,9.79117E+12,74900,980.2,"1,994"
177,설민석의 한국사 대모험,"글: 설민석,그림: 정현희",휴먼큐브,2017,4,9.7912E+12,74910,911,"1,987"
178,설민석의 한국사 대모험,"글: 설민석,그림: 정현희",휴먼큐브,2017,16,9.79117E+12,74910,911,"1,980"
179,츠츠츠츠 :이지은 그림책 ,글·그림: 이지은,사계절(사계절출판사),2024,,9.79117E+12,77810,813.7,"1,954"
180,설민석의 한국사 대모험,"글: 설민석,그림: 정현희",휴먼큐브,2017,9,9.79119E+12,74910,911,"1,950"
181,설민석의 한국사 대모험,"글: 설민석,그림: 정현희",휴먼큐브,2017,19,9.79117E+12,74910,911,"1,947"
182,설민석의 삼국지 대모험,원작: 나관중 ;만화: 스튜디오 담,Dankkum i(단꿈아이),2021,16,9.79119E+12,77820,823.5,"1,933"
183,놓지 마 과학!,"글·그림: 신태훈,나승훈",위즈덤하우스,2016,4,9.78896E+12,67400,408,"1,932"
184,(빨간내복야코) 안 읽으면 완전 위험한 과학책,빨간내복야코 원작 ;이영아 그림,위즈덤하우스,2024,1,9.79117E+12,77400,400,"1,930"
184,설민석의 세계사 대모험,"글: 설민석,그림: 박성일",단꿈아이,2019,22,9.79119E+12,77900,909,"1,930"
186,설민석의 삼국지 대모험,원작: 나관중 ;만화: 스튜디오 담,Dankkum i(단꿈아이),2021,3,9.79119E+12,77820,823.5,"1,929"
187,낭만 강아지 봉봉,홍민정 글 ;김무연 그림,다산북스,2022,1,9.79113E+12,74810,813.7,"1,926"
188,놓지 마 어휘 :한자어,"신태훈,나승훈 글·그림",김영사,2021,2,9.78893E+12,77700,714,"1,919"
188,(흔한남매) 흔한 게임,원작: 흔한남매 ;그림: 도니패밀리,미래엔,2024,1,9.79117E+12,77810,810,"1,919"
190,놓지 마 어휘 :한자어,"신태훈,나승훈 글·그림",김영사,2021,1,9.78893E+12,77700,714,"1,915"
191,설민석의 삼국지 대모험,원작: 나관중 ;만화: 스튜디오 담,Dankkum i(단꿈아이),2021,15,9.79119E+12,77820,823.5,"1,913"
192,(읽으면서 바로 써먹는) 어린이 맞춤법 행성 ,글·그림: 한날,파란정원,2023,,9.79116E+12,73710,711,"1,911"
192,설민석의 세계사 대모험,"글: 설민석,그림: 박성일",단꿈아이,2019,21,9.79119E+12,77900,909,"1,911"
