순위,서명,저자,출판사,출판년도,권,ISBN,ISBN부가기호,KDC,대출건수
109,(흔한남매) 수수께끼 어드벤처 :수수께끼로 배우는 교과 지식,원작: 흔한남매 ;그림: 도니패밀리,미래엔,2022,2,9.79117E+12,77030,388,"2,368"
110,변비 탐정 실룩,이나영 글 ;박소연 그림,인플루엔셜,2023,1,9.79117E+12,74810,813.7,"2,366"
110,변비 탐정 실룩,이나영 글 ;박소연 그림,인플루엔셜,2023,2,9.79117E+12,74810,813.7,"2,366"
110,세상의 마지막 기차역 ,무라세 다케시 지음 ;김지연 옮김,바이포엠 스튜디오,2022,,9.79119E+12,3830,833.6,"2,366"
113,(신기한 맛) 도깨비 식당,"김용세,센개 그림",꿈터,2022,1,9.79117E+12,74810,813.7,"2,365"
114,흔한남매 과학 탐험대 3 : 인체,"흔한남매 (원작), 이재국, 이현진, 서지은 (글), 김덕영 (그림), 정현철, 김희목, 권경아, 최진수, 박준건 (기획)",주니어김영사,2021,3,9.78893E+12,,,"2,363"
115,소년이 온다 :한강 장편소설 ,지은이: 한강,창비,2014,,9.78894E+12,3810,813.62,"2,356"
116,(신기한 맛) 도깨비 식당,"김용세,센개 그림",꿈터,2022,4,9.79117E+12,74810,813.7,"2,344"
117,낭만 강아지 봉봉,홍민정 글 ;김무연 그림,다산북스,2022,7,9.79113E+12,74810,813.7,"2,338"
118,호랑이 빵집,글: 서지원 ;그림: 홍그림,지학사,2023,2,9.79116E+12,74810,813.7,"2,324"
119,(흔한남매) 별난 세계 여행,흔한남매 원작 ;정주연 그림,미래엔,2023,2,9.79117E+12,74810,980.2,"2,317"
120,(흔한남매) 별난 방탈출 :탈출 미션 스토리북,흔한남매 원작 ;차차 그림,미래엔,2020,3,9.79116E+12,77810,691,"2,316"
121,(신기한 맛) 도깨비 식당,"김용세,센개 그림",꿈터,2022,3,9.79117E+12,74810,813.7,"2,308"
122,흔한남매 불꽃 튀는 우리말 5 - 초등 국어 고수 되기 프로젝트,"한은호 (지은이), 흔한남매 (원작), 유희석 (그림), 흔한컴퍼니 (감수)",다산어린이,2022,5,9.79113E+12,,,"2,307"
123,(흔한남매) 수수께끼 어드벤처 :수수께끼로 배우는 교과 지식,원작: 흔한남매 ;그림: 도니패밀리,미래엔,2022,1,9.79117E+12,77030,388,"2,304"
124,시한부 :백은별 장편소설 ,지은이: 백은별,바른북스,2024,,9.79119E+12,3810,813.7,"2,303"
125,설민석의 한국사 대모험,"글: 설민석,그림: 정현희",Dankkum i(단꿈아이),2022,30,9.79119E+12,74910,911,"2,301"
126,백앤아 1 : 미스터리 100층 감옥 - 교양이 층층 쌓이는 점프 맵,"백앤아 (원작), 안성훈 (글), 돌만 (그림)",샌드박스스토리 키즈,2023,1,9.79119E+12,,,"2,300"
127,(흔한남매) 수수께끼 어드벤처 :수수께끼로 배우는 교과 지식,원작: 흔한남매 ;그림: 도니패밀리,미래엔,2022,4,9.79117E+12,77030,388,"2,287"
128,당근 할머니 :안녕달 그림책 ,지은이: 안녕달,창비,2024,,9.78894E+12,77810,813.7,"2,285"
129,(신기한 맛) 도깨비 식당,"김용세,센개 그림",꿈터,2022,2,9.79117E+12,74810,813.7,"2,283"
130,(신기한 맛) 도깨비 식당,"김용세,센개 그림",꿈터,2022,5,9.79117E+12,74810,813.7,"2,262"
131,(흔한남매) 별난 세계 여행,흔한남매 원작 ;정주연 그림,미래엔,2023,3,9.79117E+12,74810,980.2,"2,242"
132,하늘 마을로 간 택배 :구름 배송 왔습니다 ,글: 김경미 ;그림: 김무연,슈크림북,2023,,9.79119E+12,74810,813.7,"2,237"
133,(흔한남매) 별난 방탈출 :탈출 미션 스토리북,흔한남매 원작 ;차차 그림,미래엔,2020,5,9.79117E+12,77810,691,"2,232"
134,최악의 최애 ,김다노 글 ;남수현 그림,다산북스,2024,,9.79113E+12,73810,813.7,"2,212"
135,생일엔 마라탕,글: 류미정 ;그림: 손수정,밝은미래,2024,3,9.78897E+12,73810,813.7,"2,211"
135,에그박사 :Egg&bugs,원작: 에그박사 ;그림: 홍종현,미래엔,2020,12,9.79117E+12,77490,472,"2,211"
137,고요한 우연 :김수빈 장편소설 ,글쓴이: 김수빈,문학동네,2023,,9.78895E+12,3810,813.7,"2,210"
137,낭만 강아지 봉봉,홍민정 글 ;김무연 그림,다산북스,2022,2,9.79113E+12,74810,813.7,"2,210"
139,흔한남매 과학 탐험대,원작: 흔한남매 ;임혜영,김영사,2021,0,9.78893E+12,77400,400,"2,198"
140,언제나 다정 죽집 ,우신영 글 ;서영 그림,비룡소,2024,,9.78895E+12,74800,813.7,"2,197"
141,후덜덜 식당 ,글: 강효미 ;그림: 유영근,지학사,2023,1,9.79116E+12,74810,813.7,"2,195"
142,흔한남매 과학 탐험대 6 : 물리 2,"흔한남매 (원작), 이현진, 닥터 스코 (글), 김덕영 (그림), 김희목 (감수), 김희목, 정현철, 권경아, 최진수 (기획)",주니어김영사,2022,6,9.78893E+12,,,"2,193"
143,후덜덜 식당 ,글: 강효미 ;그림: 유영근,지학사,2023,2,9.79116E+12,74810,813.7,"2,192"
144,의사 어벤저스 :어린이 의학 동화,글: 고희정 ;그림: 조승연,가나문화콘텐츠,2021,18,9.79117E+12,74510,510,"2,189"
145,(이상한 과자 가게) 전천당,히로시마 레이코 글 ;김정화 옮김,길벗스쿨,2019,2,9.79116E+12,74830,833.6,"2,184"
146,의사 어벤저스 :어린이 의학 동화,글: 고희정 ;그림: 조승연,가나문화콘텐츠,2021,19,9.79117E+12,74510,510,"2,177"
147,수박 수영장 :안녕달 그림책 ,지은이: 안녕달,창비,2015,,9.78894E+12,77810,813.7,"2,176"
148,오백 년째 열다섯 :김혜정 장편소설 ,글: 김혜정,위즈덤하우스,2022,,9.79117E+12,43810,813.7,"2,174"
149,의사 어벤저스 :어린이 의학 동화,글: 고희정 ;그림: 조승연,가나문화콘텐츠,2021,20,9.79117E+12,74510,510,"2,173"
150,(추리 천재) 엉덩이 탐정,트롤 글·그림 ;김정화 옮김,미래엔,2016,9,9.79116E+12,74830,833.6,"2,171"
151,내 멋대로 날짜 뽑기 ,최은옥 글 ;김무연 그림,김영사,2024,,9.78893E+12,73810,813.7,"2,169"
152,에그박사 :Egg&bugs,원작: 에그박사 ;그림: 홍종현,미래엔,2020,11,9.79117E+12,77490,472,"2,163"
153,(처음 읽는) 그리스 로마 신화 =First Greek mythology,글: 최설희 ;그림: 한현동,미래엔,2020,10,9.79117E+12,77890,219,"2,152"
154,백앤아 :교양이 층층 쌓이는 점프 맵,원작: 백앤아 ;그림: 돌만,샌드박스네트워크,2023,6,9.79119E+12,77810,31,"2,150"
155,(추리 천재) 엉덩이 탐정,트롤 글·그림 ;김정화 옮김,미래엔,2016,8,9.79116E+12,74830,833.6,"2,146"
156,설민석의 한국사 대모험,"글: 설민석,그림: 정현희",Dankkum i(단꿈아이),2022,28,9.79119E+12,74910,911,"2,127"
157,의사 어벤저스 :어린이 의학 동화,글: 고희정 ;그림: 조승연,가나문화콘텐츠,2021,16,9.79117E+12,74510,510,"2,121"
157,시간 고양이,박미연 글 ;이소연 그림,이지북,2022,5,9.79119E+12,74810,813.7,"2,121"
159,호랑이 빵집,글: 서지원 ;그림: 홍그림,지학사,2023,4,9.79116E+12,74810,813.7,"2,113"
160,(처음 읽는) 그리스 로마 신화 =First Greek mythology,글: 최설희 ;그림: 한현동,미래엔,2020,11,9.79117E+12,77890,219,"2,112"
161,의사 어벤저스 :어린이 의학 동화,글: 고희정 ;그림: 조승연,가나문화콘텐츠,2021,17,9.79117E+12,74510,510,"2,110"
162,츠츠츠츠 :이지은 그림책 ,글·그림: 이지은,사계절(사계절출판사),2024,,9.79117E+12,77810,813.7,"2,104"
163,낭만 강아지 봉봉,홍민정 글 ;김무연 그림,다산북스,2022,4,9.79113E+12,74810,813.7,"2,100"
164,에그박사 :Egg&bugs,원작: 에그박사 ;그림: 홍종현,미래엔,2020,13,9.79117E+12,77490,472,"2,099"
164,설민석의 한국사 대모험,"글: 설민석,그림: 정현희",휴먼큐브,2017,1,9.7912E+12,74910,911,"2,099"
166,낭만 강아지 봉봉,홍민정 글 ;김무연 그림,다산북스,2022,5,9.79113E+12,74810,813.7,"2,092"
167,설민석의 한국사 대모험,"글: 설민석,그림: 정현희",Dankkum i(단꿈아이),2022,27,9.79119E+12,74910,911,"2,091"
168,설민석의 한국사 대모험,"글: 설민석,그림: 정현희",Dankkum i(단꿈아이),2022,29,9.79119E+12,74910,911,"2,084"
169,(시원하게 도와주는) 북극곰 센터 ,황지영 글 ;박소연 그림,인플루엔셜,2024,,9.79117E+12,74810,813.7,"2,076"
170,(설민석의) 그리스 로마 신화 대모험,"글: 설민석,라임스튜디오",Dankkum i(단꿈아이),2022,8,9.79119E+12,77890,219,"2,073"
171,(이상한 과자 가게) 전천당,히로시마 레이코 글 ;김정화 옮김,길벗스쿨,2019,19,9.79116E+12,73830,833.6,"2,072"
172,우리들의 MBTI 3 : 가족 관계 (한정판 윈터 에디션) - 나의 성격을 이해하고 더 멋진 내가 되는,"조수연 (지은이), 소윤 (그림)",다산어린이,2022,3,9.79113E+12,,,"2,070"
173,의사 어벤저스 :어린이 의학 동화,글: 고희정 ;그림: 조승연,가나문화콘텐츠,2021,1,9.78896E+12,74510,510,"2,062"
174,시간 고양이,박미연 글 ;이소연 그림,이지북,2022,4,9.78896E+12,74810,813.7,"2,059"
174,수상한 놀이공원 천옥원 :전천당 번외편 ,글: 히로시마 레이코 ;옮긴이: 김정화,길벗스쿨,2023,,9.79116E+12,73830,833.6,"2,059"
176,(추리 천재) 엉덩이 탐정,트롤 글·그림 ;김정화 옮김,미래엔,2016,7,9.79116E+12,74830,833.6,"2,054"
177,설민석의 한국사 대모험,"글: 설민석,그림: 정현희",Dankkum i(단꿈아이),2022,21,9.79119E+12,74910,911,"2,052"
178,수상한 이웃집 시노다,도미야스 요코 글 ;송지현 옮김,다산북스,2023,1,9.79113E+12,74830,833.6,"2,041"
179,(설민석의) 그리스 로마 신화 대모험,"글: 설민석,라임스튜디오",Dankkum i(단꿈아이),2022,6,9.79119E+12,77890,219,"2,031"
180,(처음 읽는) 그리스 로마 신화 =First Greek mythology,글: 최설희 ;그림: 한현동,미래엔,2020,2,9.79116E+12,77890,219,"2,023"
181,달러구트 꿈 백화점 :주문하신 꿈은 매진입니다 ,지은이: 이미예,팩토리나인,2020,,9.79117E+12,3810,813.7,"2,017"
181,에그박사 :Egg&bugs,원작: 에그박사 ;그림: 홍종현,미래엔,2020,9,9.79117E+12,77490,472,"2,017"
181,에그박사 :Egg&bugs,원작: 에그박사 ;그림: 홍종현,미래엔,2020,10,9.79117E+12,77490,472,"2,017"
184,우리들의 MBTI 4 : 학습 유형 - 나의 성격을 이해하고 더 멋진 내가 되는,조수연,다산어린이,2023,4,9.79113E+12,,,"2,016"
185,(처음 읽는) 그리스 로마 신화 =First Greek mythology,글: 최설희 ;그림: 한현동,미래엔,2020,5,9.79116E+12,77890,219,"2,010"
186,설민석의 한국사 대모험,"글: 설민석,그림: 정현희",휴먼큐브,2017,4,9.7912E+12,74910,911,"2,009"
187,낭만 강아지 봉봉,홍민정 글 ;김무연 그림,다산북스,2022,3,9.79113E+12,74810,813.7,"2,001"
188,의사 어벤저스 :어린이 의학 동화,글: 고희정 ;그림: 조승연,가나문화콘텐츠,2021,10,9.79117E+12,74510,510,"2,000"
189,백앤아 :교양이 층층 쌓이는 점프 맵,원작: 백앤아 ;그림: 돌만,샌드박스네트워크,2023,7,9.79119E+12,77810,31,"1,991"
190,해피버쓰데이 =백희나 그림책 /Happy birthday ,백희나,스토리보울,2024,,9.7912E+12,77810,813.7,"1,990"
191,의사 어벤저스 :어린이 의학 동화,글: 고희정 ;그림: 조승연,가나문화콘텐츠,2021,6,9.79117E+12,74510,510,"1,988"
192,놓지 마 과학!,"글·그림: 신태훈,나승훈",위즈덤하우스,2016,19,9.79117E+12,77400,408,"1,987"
193,"어느 날, 내 죽음에 네가 들어왔다 ",세이카 료겐 지음 ;김윤경 옮김,바이포엠 스튜디오,2022,,9.79119E+12,3830,833.6,"1,979"
193,설민석의 한국사 대모험,"글: 설민석,그림: 정현희",휴먼큐브,2017,5,9.7912E+12,74910,911,"1,979"
195,우리들의 MBTI 2 : 친구 관계 - 나의 성격을 이해하고 더 멋진 내가 되는,"조수연 (지은이), 소윤 (그림)",다산어린이,2022,2,9.79113E+12,,,"1,978"
196,시간 고양이,박미연 글 ;이소연 그림,이지북,2022,3,9.78896E+12,74810,813.7,"1,975"
