순위,서명,저자,출판사,출판년도,권,ISBN,ISBN부가기호,KDC,대출건수
181,흔한남매 과학 탐험대,원작: 흔한남매 ;임혜영,김영사,2021,7,9.78893E+12,77400,400,456
181,현명한 투자자,"벤저민 그레이엄,이건 옮김",국일미디어,2020,1,9.78896E+12,3320,327.856,456
181,저속노화 식사법 :노년내과 의사가 알려주는 기적의 식단 혁명 ,정희원 지음,문학동네,2024,,9.79114E+12,3510,517.52,456
184,악의 ,지은이: 히가시노 게이고 ;옮긴이: 양윤옥,현대문학,2019,,9.78897E+12,4830,833.6,453
184,에그박사 :Egg&bugs,원작: 에그박사 ;그림: 홍종현,미래엔,2020,8,9.79117E+12,77490,472,453
186,물질의 세계 :6가지 물질이 그려내는 인류 문명의 대서사시 ,에드 콘웨이 지음 ;이종인 옮김,인플루엔셜,2024,,9.79117E+12,3900,321.3,452
187,영원한 천국 :정유정 장편소설 ,지은이: 정유정,은행나무,2024,,9.79117E+12,3810,813.7,451
188,흔한남매 과학 탐험대 3 : 인체,"흔한남매 (원작), 이재국, 이현진, 서지은 (글), 김덕영 (그림), 정현철, 김희목, 권경아, 최진수, 박준건 (기획)",주니어김영사,2021,3,9.78893E+12,,,450
189,여행의 이유 :김영하 산문 ,지은이: 김영하,문학동네,2019,,9.78895E+12,3810,816.62,449
189,부자는 왜 더 부자가 되는가 :세금 분야의 세계적 권위자 톰 휠라이트CPA의 실전 tip 수록 ,지은이: 로버트 기요사키 ;옮긴이: 오웅석,민음인,2025,,9.79117E+12,3320,325.2113,449
189,소득혁명 :당신의 자산이 스스로 일하게 하라 ,지은이: 브라이언 페이지 ;옮긴이: 김정혜,서삼독,2024,,9.79119E+12,3320,327.8,449
192,(진짜 하루만에 이해하는) 반도체 산업 :원데이클래스 ,지은이: 박진성 ;일러스트: 나밍,T.W.I.G(티더블유아이지),2023,,9.79119E+12,3320,569.4,448
193,흔한남매의 흔한 호기심 :일상에서 만나는 과학 상식,원작: 흔한남매 ;그림: 유난희,미래엔,2020,1,9.79116E+12,77400,400,447
193,나를 소모하지 않는 현명한 태도에 관하여 ,마티아스 뇔케 지음 ;이미옥 옮김,퍼스트펭귄,2024,,9.7912E+12,3190,189.2,447
195,"악마와 함께 춤을 :시기, 질투, 분노는 어떻게 삶의 거름이 되는가 ",크리스타 K. 토마슨 지음 ;한재호 옮김,흐름출판,2024,,9.78897E+12,3100,181.7,446
196,무의식은 어떻게 나를 설계하는가 :나를 살리기도 망치기도 하는 머릿속 독재자 ,데이비드 이글먼 지음 ;김승욱 옮김,RHK(알에이치코리아),2024,,9.78893E+12,3400,511.1813,445
196,딱 1억만 모읍시다 :돈쭐남의 목돈 마련 챌린지 ,김경필 지음,사이다경제,2024,,9.79119E+12,3320,327.04,445
196,(5천년 역사가 단숨에 이해되는) 최소한의 한국사 ,최태성 지음,프런트페이지,2023,,9.7912E+12,3910,911,445
199,흔한남매의 흔한 호기심 :일상에서 만나는 과학 상식,원작: 흔한남매 ;그림: 유난희,미래엔,2020,2,9.79116E+12,77400,400,444
200,흔한남매 과학 탐험대,원작: 흔한남매 ;임혜영,김영사,2021,8,9.78893E+12,77400,400,443
